CustomerID,Quantity,UnitPrice,dayth,hour,weekday
12827,10,1.25,0,15.733333333333333,2
12827,12,1.65,0,15.733333333333333,2
12827,3,4.95,0,15.733333333333333,2
12827,4,3.95,0,15.733333333333333,2
12827,12,0.85,0,15.733333333333333,2
12827,3,4.95,0,15.733333333333333,2
12827,3,4.95,0,15.733333333333333,2
12827,12,1.25,0,15.733333333333333,2
12827,6,4.95,12,11.483333333333333,0
12827,3,4.95,12,11.483333333333333,0
12827,6,4.95,12,11.483333333333333,0
12827,6,1.95,12,11.483333333333333,0
12827,12,1.25,12,11.483333333333333,0
12828,4,6.75,0,16.266666666666666,0
12828,3,4.95,0,16.266666666666666,0
12828,6,2.95,0,16.266666666666666,0
12828,3,4.95,0,16.266666666666666,0
12828,6,2.95,0,16.266666666666666,0
12828,4,3.75,0,16.266666666666666,0
12828,4,1.45,0,16.266666666666666,0
12828,4,9.95,0,16.266666666666666,0
12828,8,1.45,0,16.266666666666666,0
12828,6,2.55,0,16.266666666666666,0
12828,12,1.45,0,16.266666666666666,0
12828,24,1.25,0,16.266666666666666,0
12828,12,1.45,18,9.383333333333333,4
12828,4,3.75,18,9.383333333333333,4
12828,6,2.95,18,9.383333333333333,4
12828,3,4.25,18,9.383333333333333,4
12828,2,4.95,18,9.383333333333333,4
12828,2,5.45,18,9.383333333333333,4
12828,9,1.45,18,9.383333333333333,4
12828,8,1.45,18,9.383333333333333,4
12828,2,1.45,18,9.383333333333333,4
12831,36,0.95,0,13.033333333333333,1
12831,36,0.85,0,13.033333333333333,1
12831,7,2.95,0,13.033333333333333,1
12831,2,12.75,0,13.033333333333333,1
12831,6,2.55,0,13.033333333333333,1
12831,6,2.55,0,13.033333333333333,1
12831,12,1.25,0,13.033333333333333,1
12831,20,2.1,0,13.033333333333333,1
12831,10,1.65,0,13.033333333333333,1
12832,4,4.25,0,13.8,4
12832,6,2.55,0,13.8,4
12832,12,1.25,0,13.8,4
12832,12,1.25,0,13.8,4
12832,3,5.95,0,13.8,4
12832,4,3.75,0,13.8,4
12832,12,1.25,0,13.8,4
12832,2,8.25,0,13.8,4
12832,12,1.25,0,13.8,4
12832,12,0.85,0,13.8,4
12832,12,1.25,0,13.8,4
12832,12,0.85,0,13.8,4
12832,4,4.25,0,13.8,4
12832,12,0.85,0,13.8,4
12832,2,5.95,0,13.8,4
12832,4,4.95,0,13.8,4
12832,4,4.25,0,13.8,4
12832,3,4.95,0,13.8,4
12833,12,1.25,0,13.766666666666667,6
12833,4,4.65,0,13.766666666666667,6
12833,3,5.45,0,13.766666666666667,6
12833,24,0.42,0,13.766666666666667,6
12833,16,1.69,0,13.766666666666667,6
12833,12,1.65,0,13.766666666666667,6
12833,6,2.95,0,13.766666666666667,6
12833,16,1.69,0,13.766666666666667,6
12833,8,1.69,0,13.766666666666667,6
12833,4,4.95,0,13.766666666666667,6
12833,2,9.95,0,13.766666666666667,6
12833,8,2.95,0,13.766666666666667,6
12833,4,6.75,0,13.766666666666667,6
12833,6,2.95,0,13.766666666666667,6
12833,2,7.95,0,13.766666666666667,6
12833,1,9.95,0,13.766666666666667,6
12833,2,8.5,0,13.766666666666667,6
12833,1,12.75,0,13.766666666666667,6
12833,2,7.5,0,13.766666666666667,6
12833,1,14.95,0,13.766666666666667,6
12833,2,9.95,0,13.766666666666667,6
12833,2,6.65,0,13.766666666666667,6
12833,12,0.85,0,13.766666666666667,6
12833,6,2.55,0,13.766666666666667,6
12834,2,7.95,0,9.816666666666666,2
12834,2,7.95,0,9.816666666666666,2
12834,2,7.95,0,9.816666666666666,2
12834,2,7.95,0,9.816666666666666,2
12834,2,7.95,0,9.816666666666666,2
12834,12,1.25,0,9.816666666666666,2
12834,16,0.85,0,9.816666666666666,2
12834,2,7.95,0,9.816666666666666,2
12834,2,7.95,0,9.816666666666666,2
12834,6,2.55,0,9.816666666666666,2
12834,12,2.1,0,9.816666666666666,2
12834,12,2.1,0,9.816666666666666,2
12834,12,2.1,0,9.816666666666666,2
12834,12,1.69,0,9.816666666666666,2
12834,6,2.95,0,9.816666666666666,2
12834,2,5.95,0,9.816666666666666,2
12834,2,5.95,0,9.816666666666666,2
12834,4,4.95,0,9.816666666666666,2
12836,1,7.95,0,11.316666666666666,1
12836,1,7.95,0,11.316666666666666,1
12836,2,7.95,0,11.316666666666666,1
12836,2,7.95,0,11.316666666666666,1
12836,2,7.95,0,11.333333333333334,1
12836,2,9.95,0,11.333333333333334,1
12836,2,3.75,0,11.333333333333334,1
12836,5,6.75,0,11.333333333333334,1
12836,6,2.95,0,11.333333333333334,1
12836,2,3.75,0,11.333333333333334,1
12836,12,0.65,0,11.333333333333334,1
12836,24,0.42,0,11.333333333333334,1
12836,2,12.75,0,11.333333333333334,1
12836,6,6.45,0,11.333333333333334,1
12836,6,2.95,0,11.333333333333334,1
12836,12,1.25,0,11.333333333333334,1
12836,10,3.95,0,11.333333333333334,1
12836,2,14.95,0,11.333333333333334,1
12836,2,9.95,0,11.333333333333334,1
12836,12,2.95,0,11.333333333333334,1
12836,4,12.75,0,11.333333333333334,1
12836,1,4.95,0,11.333333333333334,1
12836,8,2.95,0,11.333333333333334,1
12836,2,1.25,0,11.333333333333334,1
12836,3,1.49,0,11.333333333333334,1
12836,1,8.5,0,11.333333333333334,1
12836,4,2.95,0,11.333333333333334,1
12836,6,2.55,0,11.333333333333334,1
12836,2,7.95,0,11.333333333333334,1
12836,6,4.95,0,11.333333333333334,1
12836,2,6.75,0,11.333333333333334,1
12836,2,16.95,0,11.333333333333334,1
12836,6,4.95,0,11.333333333333334,1
12836,12,1.65,0,11.333333333333334,1
12836,36,0.29,0,11.333333333333334,1
12836,4,4.95,0,11.333333333333334,1
12836,5,3.75,0,11.333333333333334,1
12836,33,2.55,0,11.333333333333334,1
12836,10,5.95,0,11.333333333333334,1
12837,2,8.5,0,16.116666666666667,6
12837,3,2.95,0,16.116666666666667,6
12837,1,7.95,0,16.116666666666667,6
12837,2,1.95,0,16.116666666666667,6
12837,1,6.65,0,16.116666666666667,6
12837,1,7.95,0,16.116666666666667,6
12837,2,12.75,0,16.116666666666667,6
12837,1,5.75,0,16.116666666666667,6
12837,4,4.95,0,16.116666666666667,6
12837,1,16.95,0,16.116666666666667,6
12837,3,2.95,0,16.116666666666667,6
12837,3,1.65,0,16.116666666666667,6
12838,10,0.55,0,11.95,2
12838,5,2.95,0,11.95,2
12838,3,1.65,0,11.95,2
12838,3,1.65,0,11.95,2
12838,3,1.65,0,11.95,2
12838,5,0.85,0,11.95,2
12838,2,1.25,0,11.95,2
12838,5,2.95,0,11.95,2
12838,3,1.45,0,11.95,2
12838,1,2.95,0,11.95,2
12838,1,5.95,0,11.95,2
12838,5,1.65,0,11.95,2
12838,4,1.45,0,11.95,2
12838,6,0.85,0,11.95,2
12838,3,1.25,0,11.95,2
12838,5,2.1,0,11.95,2
12838,3,0.85,0,11.95,2
12838,4,2.1,0,11.95,2
12838,3,2.95,0,11.95,2
12838,3,1.45,0,11.95,2
12838,12,0.85,0,11.95,2
12838,5,0.85,0,11.95,2
12838,4,0.85,0,11.95,2
12838,6,0.85,0,11.95,2
12838,12,0.29,0,11.95,2
12838,2,3.75,0,11.95,2
12838,12,0.29,0,11.95,2
12838,1,1.25,0,11.95,2
12838,2,2.1,0,11.95,2
12838,3,1.95,0,11.95,2
12838,3,8.5,0,11.95,2
12838,3,8.5,0,11.95,2
12838,6,2.95,0,11.95,2
12838,2,4.25,0,11.95,2
12838,2,0.55,0,11.95,2
12838,2,0.55,0,11.95,2
12838,2,0.55,0,11.95,2
12838,3,0.55,0,11.95,2
12838,3,2.1,0,11.95,2
12838,3,2.1,0,11.95,2
12838,3,2.1,0,11.95,2
12838,3,2.1,0,11.95,2
12838,2,0.42,0,11.95,2
12838,4,0.85,0,11.95,2
12838,3,0.85,0,11.95,2
12838,3,0.85,0,11.95,2
12838,2,4.95,0,11.95,2
12838,3,1.65,0,11.95,2
12838,3,1.65,0,11.95,2
12838,3,1.65,0,11.95,2
12838,3,0.42,0,11.95,2
12838,3,0.42,0,11.95,2
12838,3,0.42,0,11.95,2
12838,3,0.42,0,11.95,2
12838,3,2.95,0,11.95,2
12838,3,4.65,0,11.95,2
12838,2,1.25,0,11.95,2
12838,2,3.75,0,11.95,2
12838,12,2.95,0,11.95,2
12842,12,0.65,0,12.6,4
12842,12,0.65,0,12.6,4
12842,12,0.65,0,12.6,4
12842,12,0.65,0,12.6,4
12842,12,0.65,0,12.6,4
12842,12,0.65,0,12.6,4
12842,1,65.0,0,12.6,4
12842,2,12.75,0,12.6,4
12842,25,0.42,0,12.6,4
12842,24,0.42,0,12.6,4
12842,12,2.95,0,12.6,4
12842,6,10.95,0,12.6,4
12842,3,5.45,0,12.6,4
12842,12,2.95,0,12.6,4
12844,1,4.95,0,13.183333333333334,0
12844,8,1.69,0,13.183333333333334,0
12844,1,0.85,0,13.183333333333334,0
12844,1,2.1,0,13.183333333333334,0
12844,1,0.65,0,13.183333333333334,0
12844,2,1.45,0,13.183333333333334,0
12844,4,2.95,0,13.183333333333334,0
12844,1,0.65,0,13.183333333333334,0
12844,5,2.95,0,13.183333333333334,0
12844,5,1.65,0,13.183333333333334,0
12844,2,4.95,0,13.183333333333334,0
12844,2,4.95,0,13.183333333333334,0
12844,2,4.95,0,13.183333333333334,0
12844,2,0.39,0,13.183333333333334,0
12844,3,0.39,0,13.183333333333334,0
12844,3,0.39,0,13.183333333333334,0
12844,5,2.55,0,13.183333333333334,0
12844,3,1.45,0,13.183333333333334,0
12844,3,1.45,0,13.183333333333334,0
12844,3,1.65,0,13.183333333333334,0
12844,3,1.45,0,13.183333333333334,0
12844,1,0.79,0,13.183333333333334,0
12844,6,2.1,0,13.183333333333334,0
12844,3,1.25,0,13.183333333333334,0
12844,2,5.95,0,13.183333333333334,0
12844,2,5.95,0,13.183333333333334,0
12844,2,4.15,0,13.183333333333334,0
12844,1,1.65,0,13.183333333333334,0
12845,1,1.25,0,14.166666666666666,1
12845,1,2.55,0,14.166666666666666,1
12845,1,2.55,0,14.166666666666666,1
12845,1,1.25,0,14.166666666666666,1
12845,1,5.95,0,14.166666666666666,1
12845,1,5.95,0,14.166666666666666,1
12845,1,5.95,0,14.166666666666666,1
12845,1,4.95,0,14.166666666666666,1
12845,1,1.49,0,14.166666666666666,1
12845,1,1.25,0,14.166666666666666,1
12845,1,2.95,0,14.166666666666666,1
12845,1,0.85,0,14.166666666666666,1
12845,1,1.25,0,14.166666666666666,1
12845,1,0.65,0,14.166666666666666,1
12845,1,3.25,0,14.166666666666666,1
12845,1,1.25,0,14.166666666666666,1
12845,1,2.55,0,14.166666666666666,1
12845,1,0.55,0,14.166666666666666,1
12845,1,1.65,0,14.166666666666666,1
12845,1,8.5,0,14.166666666666666,1
12845,1,8.5,0,14.166666666666666,1
12845,144,1.45,20,10.916666666666666,0
12845,1,1.25,22,11.033333333333333,2
12845,1,2.1,22,11.033333333333333,2
12845,1,1.25,22,11.033333333333333,2
12845,1,2.1,22,11.033333333333333,2
12845,35,2.1,23,13.566666666666666,3
12847,3,0.39,0,13.266666666666667,3
12847,2,0.42,0,13.266666666666667,3
12847,1,0.85,0,13.266666666666667,3
12847,1,1.45,0,13.266666666666667,3
12847,1,0.42,0,13.266666666666667,3
12847,3,0.39,0,13.266666666666667,3
12847,2,0.29,0,13.266666666666667,3
12847,2,0.29,0,13.266666666666667,3
12847,1,0.85,0,13.266666666666667,3
12847,2,0.29,0,13.266666666666667,3
12847,1,1.25,0,13.266666666666667,3
12847,2,0.19,0,13.266666666666667,3
12847,1,1.45,0,13.266666666666667,3
12847,1,0.42,0,13.266666666666667,3
12847,2,0.55,0,13.266666666666667,3
12847,1,0.95,0,13.266666666666667,3
12847,2,1.45,0,13.266666666666667,3
12847,1,1.65,0,13.266666666666667,3
12847,1,8.25,0,13.266666666666667,3
12847,1,1.25,0,13.266666666666667,3
12847,1,7.95,0,13.266666666666667,3
12847,1,7.95,0,13.266666666666667,3
12847,1,8.25,0,13.266666666666667,3
12847,1,1.95,0,13.266666666666667,3
12847,1,1.95,0,13.266666666666667,3
12847,1,1.95,0,13.266666666666667,3
12847,1,1.45,0,13.266666666666667,3
12847,1,1.45,0,13.266666666666667,3
12847,1,0.42,0,13.266666666666667,3
12847,2,0.19,0,13.266666666666667,3
12847,4,0.19,0,13.266666666666667,3
12847,4,0.39,0,13.266666666666667,3
12847,5,0.39,0,13.266666666666667,3
12847,1,1.45,0,13.266666666666667,3
12847,2,0.85,0,13.266666666666667,3
12847,4,0.29,0,13.266666666666667,3
12847,8,0.29,0,13.266666666666667,3
12847,1,2.95,0,13.266666666666667,3
12847,1,2.89,0,13.266666666666667,3
12847,1,1.25,0,13.266666666666667,3
12847,4,0.29,0,13.266666666666667,3
12847,1,0.95,0,13.266666666666667,3
12847,2,0.42,0,13.266666666666667,3
12847,72,0.42,0,13.266666666666667,3
12847,20,1.25,0,13.266666666666667,3
12847,12,0.39,0,13.266666666666667,3
12847,1,1.95,0,13.266666666666667,3
12847,36,0.39,0,13.266666666666667,3
12847,24,0.39,0,13.266666666666667,3
12847,12,1.95,0,13.266666666666667,3
12847,12,1.25,0,13.266666666666667,3
12847,24,1.65,0,13.266666666666667,3
12847,12,1.95,0,13.266666666666667,3
12847,4,0.39,0,13.266666666666667,3
12847,36,1.06,0,13.266666666666667,3
12847,36,0.19,0,13.266666666666667,3
12847,2,0.39,0,13.266666666666667,3
12847,12,1.65,0,13.266666666666667,3
12847,8,0.39,0,13.266666666666667,3
12847,2,1.65,0,13.266666666666667,3
12847,8,0.39,0,13.266666666666667,3
12847,6,0.39,0,13.266666666666667,3
12847,6,0.39,0,13.266666666666667,3
12847,24,1.25,0,13.266666666666667,3
12847,12,1.25,0,13.266666666666667,3
12847,48,0.85,0,13.266666666666667,3
12847,12,1.25,0,13.266666666666667,3
12847,12,1.06,0,13.266666666666667,3
12847,12,1.06,0,13.266666666666667,3
12847,24,1.65,0,13.266666666666667,3
12847,12,1.25,0,13.266666666666667,3
12847,36,0.75,0,13.266666666666667,3
12847,24,1.65,0,13.266666666666667,3
12847,24,1.95,0,13.266666666666667,3
12847,12,0.39,0,13.266666666666667,3
12847,4,1.95,0,13.266666666666667,3
12847,3,1.95,0,13.266666666666667,3
12847,4,1.95,0,13.266666666666667,3
12847,24,0.19,0,13.266666666666667,3
12847,27,1.45,0,13.266666666666667,3
12847,48,0.29,0,13.266666666666667,3
12847,12,0.85,0,13.266666666666667,3
12847,12,0.85,0,13.266666666666667,3
12847,10,1.65,0,13.266666666666667,3
12847,12,0.85,0,13.266666666666667,3
12847,10,1.25,0,13.266666666666667,3
12847,12,2.1,0,13.266666666666667,3
12847,2,1.65,0,13.266666666666667,3
12847,12,0.39,0,13.266666666666667,3
12847,20,1.25,0,13.266666666666667,3
12847,20,1.25,0,13.266666666666667,3
12849,24,1.45,0,12.433333333333334,2
12849,6,2.95,0,12.433333333333334,2
12849,12,1.65,0,12.433333333333334,2
12849,12,1.65,0,12.433333333333334,2
12849,1,0.85,0,12.433333333333334,2
12849,24,1.45,0,12.433333333333334,2
12849,12,1.25,0,12.433333333333334,2
12849,36,0.85,0,12.433333333333334,2
12849,24,1.45,0,12.433333333333334,2
12849,12,1.49,0,12.433333333333334,2
12849,12,1.25,0,12.433333333333334,2
12849,64,0.65,0,12.433333333333334,2
12849,12,1.65,0,12.433333333333334,2
12849,3,1.45,0,12.433333333333334,2
12849,1,0.85,0,12.433333333333334,2
12849,1,9.95,0,12.433333333333334,2
12849,24,0.85,0,12.433333333333334,2
12849,2,4.95,0,12.433333333333334,2
12849,2,9.95,0,12.433333333333334,2
12849,3,4.95,0,12.433333333333334,2
12849,15,2.55,0,12.433333333333334,2
12849,1,5.95,0,12.433333333333334,2
12849,1,1.65,0,12.433333333333334,2
12849,3,1.65,0,12.433333333333334,2
12849,24,0.42,0,12.433333333333334,2
12849,4,2.95,0,12.433333333333334,2
12849,7,2.55,0,12.433333333333334,2
12849,12,0.42,0,12.433333333333334,2
12849,6,2.1,0,12.433333333333334,2
12849,12,3.75,0,12.433333333333334,2
12849,21,0.85,0,12.433333333333334,2
12849,1,0.85,0,12.433333333333334,2
12849,48,1.45,0,12.433333333333334,2
12849,24,1.45,0,12.433333333333334,2
12849,12,1.25,0,12.433333333333334,2
12849,36,0.85,0,12.433333333333334,2
12851,2,2.08,0,12.683333333333334,6
12851,1,2.95,0,12.683333333333334,6
12851,2,2.89,0,12.683333333333334,6
12851,1,2.08,0,12.683333333333334,6
12851,1,2.55,0,12.683333333333334,6
12851,2,1.69,0,12.683333333333334,6
12851,1,0.83,0,12.683333333333334,6
12851,2,0.83,0,12.683333333333334,6
12851,1,3.75,0,12.683333333333334,6
12851,1,0.42,0,12.683333333333334,6
12851,2,1.95,0,12.683333333333334,6
12851,1,2.55,0,12.683333333333334,6
12851,2,1.25,0,12.683333333333334,6
12851,1,1.65,0,12.683333333333334,6
12851,1,1.25,0,12.683333333333334,6
12851,1,4.95,0,12.683333333333334,6
12851,1,1.45,0,12.683333333333334,6
12851,1,3.75,0,12.683333333333334,6
12851,1,3.75,0,12.683333333333334,6
12851,1,1.25,0,12.683333333333334,6
12851,1,1.25,0,12.683333333333334,6
12851,1,1.25,0,12.683333333333334,6
12851,1,16.95,0,12.683333333333334,6
12851,1,0.95,0,12.683333333333334,6
12851,1,9.95,0,12.683333333333334,6
12851,1,1.45,0,12.683333333333334,6
12851,3,0.39,0,12.683333333333334,6
12851,12,0.39,0,12.683333333333334,6
12851,2,1.65,0,12.683333333333334,6
12851,1,0.39,0,12.683333333333334,6
12851,1,0.12,0,12.683333333333334,6
12851,2,0.12,0,12.683333333333334,6
12851,1,0.21,0,12.683333333333334,6
12851,1,0.21,0,12.683333333333334,6
12851,1,0.21,0,12.683333333333334,6
12851,1,2.95,0,12.683333333333334,6
12851,4,1.25,0,12.683333333333334,6
12851,1,2.1,0,12.683333333333334,6
12851,1,1.25,0,12.683333333333334,6
12851,1,3.75,0,12.683333333333334,6
12851,2,1.65,0,12.683333333333334,6
12851,4,1.65,0,12.683333333333334,6
12851,6,0.39,0,12.683333333333334,6
12851,3,0.19,0,12.683333333333334,6
12851,1,0.12,0,12.683333333333334,6
12851,10,0.21,0,12.683333333333334,6
12851,2,0.83,0,12.683333333333334,6
12851,3,0.39,0,12.683333333333334,6
12851,2,0.95,0,12.683333333333334,6
12851,12,0.29,0,12.683333333333334,6
12855,6,2.95,0,9.616666666666667,3
12855,12,0.85,0,9.616666666666667,3
12855,12,0.85,0,9.616666666666667,3
12857,6,2.95,0,12.533333333333333,3
12857,12,1.45,0,12.533333333333333,3
12857,6,2.95,0,12.533333333333333,3
12857,6,2.95,0,12.533333333333333,3
12857,12,1.65,0,12.533333333333333,3
12857,12,1.25,0,12.533333333333333,3
12857,12,1.65,0,12.533333333333333,3
12857,12,1.25,0,12.533333333333333,3
12857,12,1.25,0,12.533333333333333,3
12857,8,2.55,0,12.533333333333333,3
12857,8,2.55,0,12.533333333333333,3
12857,10,1.25,0,12.533333333333333,3
12857,4,9.95,0,12.533333333333333,3
12857,6,2.95,0,12.533333333333333,3
12857,12,1.65,0,12.533333333333333,3
12857,12,1.65,0,12.533333333333333,3
12857,8,2.95,0,12.533333333333333,3
12857,4,4.65,0,12.533333333333333,3
12857,2,8.5,0,12.533333333333333,3
12857,12,1.25,0,12.533333333333333,3
12857,3,5.95,0,12.533333333333333,3
12857,3,5.95,0,12.533333333333333,3
12857,3,5.95,0,12.533333333333333,3
12857,4,9.95,0,12.533333333333333,3
12857,10,2.1,0,12.533333333333333,3
12857,8,2.95,0,12.533333333333333,3
12857,8,2.95,0,12.533333333333333,3
12857,10,2.1,0,12.533333333333333,3
12857,4,4.25,0,12.533333333333333,3
12857,12,4.25,0,12.533333333333333,3
12857,4,10.95,0,12.533333333333333,3
12857,8,8.5,0,12.533333333333333,3
12857,12,1.25,0,12.533333333333333,3
12857,9,4.95,0,12.533333333333333,3
12864,60,0.29,0,13.05,6
12864,12,0.85,0,13.05,6
12864,144,0.83,0,13.05,6
12868,6,4.95,0,12.833333333333334,2
12868,2,6.75,0,12.833333333333334,2
12868,6,2.1,0,12.833333333333334,2
12868,3,4.95,0,12.833333333333334,2
12868,2,5.95,0,12.833333333333334,2
12868,12,1.45,0,12.833333333333334,2
12868,6,2.95,0,12.833333333333334,2
12868,12,1.25,0,12.833333333333334,2
12868,24,0.65,0,12.833333333333334,2
12868,12,0.85,0,12.833333333333334,2
12868,3,4.95,0,12.833333333333334,2
12868,24,1.25,0,12.833333333333334,2
12871,12,1.25,0,13.533333333333333,0
12871,12,1.25,0,13.533333333333333,0
12871,24,0.85,0,13.533333333333333,0
12871,32,2.55,0,13.533333333333333,0
12872,14,2.95,0,14.733333333333333,3
12872,16,1.69,0,14.733333333333333,3
12872,16,1.69,0,14.733333333333333,3
12872,6,2.95,0,14.733333333333333,3
12872,30,1.25,0,14.733333333333333,3
12872,1,5.95,0,14.733333333333333,3
12872,2,5.95,0,14.733333333333333,3
12872,2,1.95,0,14.733333333333333,3
12872,2,1.65,0,14.733333333333333,3
12872,2,9.95,0,14.733333333333333,3
12872,3,2.1,0,14.733333333333333,3
12872,2,4.25,0,14.733333333333333,3
12872,2,2.1,0,14.733333333333333,3
12872,3,1.25,0,14.733333333333333,3
12872,1,4.65,0,14.733333333333333,3
12872,2,2.95,0,14.733333333333333,3
12872,3,1.25,0,14.733333333333333,3
12872,4,1.45,0,14.733333333333333,3
12872,2,1.25,0,14.733333333333333,3
12872,1,2.1,0,14.733333333333333,3
12872,2,2.1,0,14.733333333333333,3
12872,2,2.1,0,14.733333333333333,3
12872,2,1.95,0,14.733333333333333,3
12872,4,2.1,0,14.733333333333333,3
12872,11,0.85,0,14.733333333333333,3
12872,5,0.85,0,14.733333333333333,3
12872,6,0.85,0,14.733333333333333,3
12872,4,1.65,0,14.733333333333333,3
12872,2,1.65,0,14.733333333333333,3
12872,2,1.65,0,14.733333333333333,3
12872,6,2.95,0,14.733333333333333,3
12872,9,0.55,0,14.733333333333333,3
12872,8,2.95,0,14.733333333333333,3
12872,10,0.85,0,14.733333333333333,3
12872,12,0.95,0,14.733333333333333,3
12872,1,9.95,0,14.733333333333333,3
12872,1,4.95,0,14.733333333333333,3
12872,2,0.95,0,14.733333333333333,3
12873,8,8.5,0,14.966666666666667,2
12873,40,2.55,0,14.966666666666667,2
12873,40,2.55,0,14.966666666666667,2
12873,40,2.55,0,14.966666666666667,2
12875,1728,0.17,0,12.05,6
12877,4,5.95,0,12.383333333333333,3
12877,24,0.21,0,12.383333333333333,3
12877,24,0.21,0,12.383333333333333,3
12877,10,0.85,0,12.383333333333333,3
12877,10,0.85,0,12.383333333333333,3
12877,10,0.85,0,12.383333333333333,3
12877,10,0.85,0,12.383333333333333,3
12877,10,0.85,0,12.383333333333333,3
12877,10,0.85,0,12.383333333333333,3
12877,10,1.25,0,12.383333333333333,3
12877,24,0.42,0,12.383333333333333,3
12877,10,1.25,0,12.383333333333333,3
12877,2,9.95,0,12.383333333333333,3
12877,12,0.85,0,12.383333333333333,3
12881,1,195.0,0,11.733333333333333,2
12881,6,3.25,0,11.733333333333333,2
12881,4,4.25,0,11.733333333333333,2
12881,2,6.35,0,11.733333333333333,2
12881,2,8.5,0,11.733333333333333,2
12881,2,8.5,0,11.733333333333333,2
12881,4,4.95,0,11.733333333333333,2
12882,20,7.08,0,11.366666666666667,6
12882,12,7.45,0,11.366666666666667,6
12882,30,2.08,0,11.366666666666667,6
12882,36,3.39,0,11.366666666666667,6
12882,8,7.05,0,11.366666666666667,6
12882,20,7.08,24,16.3,2
12882,10,7.08,24,16.3,2
12882,10,7.08,24,16.3,2
12882,40,7.08,24,16.3,2
12882,20,7.08,24,16.3,2
12882,10,7.08,24,16.3,2
12882,10,7.08,24,16.3,2
12882,20,7.08,24,16.3,2
12883,3,5.95,0,15.3,6
12883,3,4.95,0,15.3,6
12883,6,2.89,0,15.3,6
12883,2,7.5,0,15.3,6
12883,2,6.25,0,15.3,6
12883,2,6.25,0,15.3,6
12883,4,3.75,0,15.3,6
12883,1,12.5,0,15.3,6
12883,3,4.95,0,15.3,6
12883,1,16.95,0,15.3,6
12883,2,8.5,0,15.3,6
12883,6,2.95,0,15.3,6
12883,1,14.95,0,15.3,6
12883,1,12.75,0,15.3,6
12883,6,2.89,0,15.3,6
12883,6,2.95,0,15.3,6
12883,3,4.95,0,15.3,6
12883,4,4.95,0,15.3,6
12883,12,0.85,0,15.3,6
12884,2,85.0,0,13.166666666666666,0
12884,10,2.08,0,13.166666666666666,0
12884,10,2.08,0,13.166666666666666,0
12884,10,2.08,0,13.166666666666666,0
12884,4,6.75,0,13.166666666666666,0
12884,3,5.95,0,13.166666666666666,0
12884,4,7.95,0,13.166666666666666,0
12890,25,0.42,0,17.433333333333334,1
12890,6,2.49,0,17.433333333333334,1
12890,1,1.65,0,17.433333333333334,1
12890,1,1.25,0,17.433333333333334,1
